year,article,name,count_oblikovano
2021,321-2,"Стаття 321-2. Порушення встановленого порядку доклінічного вивчення, клінічних випробувань і державної реєстрації лікарських засобів",3
2021,322,Стаття 322. Незаконна організація або утримання місць для вживання одурманюючих засобів,0
2021,323,Стаття 323. Спонукання неповнолітніх до застосування допінгу,0
2021,324,Стаття 324. Схиляння неповнолітніх до вживання одурманюючих засобів,0
2021,325,Стаття 325. Порушення санітарних правил і норм щодо запобігання інфекційним хворобам та масовим отруєнням,101
2021,326,Стаття 326. Порушення правил поводження з мікробіологічними або іншими біологічними агентами чи токсинами,4
2021,327,"Стаття 327. Заготівля, перероблення або збут радіоактивно забруднених продуктів харчування чи іншої продукції",0
2021,Others XIII,У звіті ОГП статтю віднесено до категорії 'Інші'. Розділ XIII,0
2022,305,"Стаття 305. Контрабанда наркотичних засобів, психотропних речовин, їх аналогів чи прекурсорів або фальсифікованих лікарських засобів",115
2022,306,"Стаття 306. Використання коштів, здобутих від незаконного обігу наркотичних засобів, психотропних речовин, їх аналогів, прекурсорів, отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів",35
2022,307,"Стаття 307. Незаконне виробництво, виготовлення, придбання, зберігання, перевезення, пересилання чи збут наркотичних засобів, психотропних речовин або їх аналогів",10162
2022,308,"Стаття 308. Викрадення, привласнення, вимагання наркотичних засобів, психотропних речовин або їх аналогів чи заволодіння ними шляхом шахрайства або зловживання службовим становищем",338
2022,309,"Стаття 309. Незаконне виробництво, виготовлення, придбання, зберігання, перевезення чи пересилання наркотичних засобів, психотропних речовин або їх аналогів без мети збуту",20140
2022,310,Стаття 310. Посів або вирощування снотворного маку чи конопель,1716
2022,311,"Стаття 311. Незаконне виробництво, виготовлення, придбання, зберігання, перевезення чи пересилання прекурсорів",293
2022,312,"Стаття 312. Викрадення, привласнення, вимагання прекурсорів або заволодіння ними шляхом шахрайства або зловживання службовим становищем",0
2022,313,"Стаття 313. Викрадення, привласнення, вимагання обладнання, призначеного для виготовлення наркотичних засобів, психотропних речовин або їх аналогів, чи заволодіння ним шляхом шахрайства або зловживання службовим становищем та інші незаконні дії з таким обладнанням",63
2022,314,"Стаття 314. Незаконне введення в організм наркотичних засобів, психотропних речовин або їх аналогів",1
2022,315,"Стаття 315. Схиляння до вживання наркотичних засобів, психотропних речовин або їх аналогів",7
2022,316,Стаття 316. Незаконне публічне вживання наркотичних засобів,2
2022,317,"Стаття 317. Організація або утримання місць для незаконного вживання, виробництва чи виготовлення наркотичних засобів, психотропних речовин або їх аналогів",234
2022,318,"Стаття 318. Незаконне виготовлення, підроблення, використання чи збут підроблених документів на отримання наркотичних засобів, психотропних речовин або прекурсорів",12
2022,319,Стаття 319. Незаконна видача рецепта на право придбання наркотичних засобів або психотропних речовин,792
2022,320,"Стаття 320. Порушення встановлених правил обігу наркотичних засобів, психотропних речовин, їх аналогів або прекурсорів",189
2022,321,"Стаття 321. Незаконне виробництво, виготовлення, придбання, перевезення, пересилання, зберігання з метою збуту або збут отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів",255
2022,321-1,Стаття 321-1. Фальсифікація лікарських засобів або обіг фальсифікованих лікарських засобів,17
2022,321-2,"Стаття 321-2. Порушення встановленого порядку доклінічного вивчення, клінічних випробувань і державної реєстрації лікарських засобів",4
2022,322,Стаття 322. Незаконна організація або утримання місць для вживання одурманюючих засобів,0
2022,323,Стаття 323. Спонукання неповнолітніх до застосування допінгу,0
2022,324,Стаття 324. Схиляння неповнолітніх до вживання одурманюючих засобів,0
2022,325,Стаття 325. Порушення санітарних правил і норм щодо запобігання інфекційним хворобам та масовим отруєнням,23
2022,326,Стаття 326. Порушення правил поводження з мікробіологічними або іншими біологічними агентами чи токсинами,0
2022,327,"Стаття 327. Заготівля, перероблення або збут радіоактивно забруднених продуктів харчування чи іншої продукції",0
2022,Others XIII,У звіті ОГП статтю віднесено до категорії 'Інші'. Розділ XIII,0
2023,305,"Стаття 305. Контрабанда наркотичних засобів, психотропних речовин, їх аналогів чи прекурсорів або фальсифікованих лікарських засобів",145
2023,306,"Стаття 306. Використання коштів, здобутих від незаконного обігу наркотичних засобів, психотропних речовин, їх аналогів, прекурсорів, отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів",56
2023,307,"Стаття 307. Незаконне виробництво, виготовлення, придбання, зберігання, перевезення, пересилання чи збут наркотичних засобів, психотропних речовин або їх аналогів",14302
2023,308,"Стаття 308. Викрадення, привласнення, вимагання наркотичних засобів, психотропних речовин або їх аналогів чи заволодіння ними шляхом шахрайства або зловживання службовим становищем",1333
2023,309,"Стаття 309. Незаконне виробництво, виготовлення, придбання, зберігання, перевезення чи пересилання наркотичних засобів, психотропних речовин або їх аналогів без мети збуту",20155
2023,310,Стаття 310. Посів або вирощування снотворного маку чи конопель,1024
2023,311,"Стаття 311. Незаконне виробництво, виготовлення, придбання, зберігання, перевезення чи пересилання прекурсорів",343
2023,312,"Стаття 312. Викрадення, привласнення, вимагання прекурсорів або заволодіння ними шляхом шахрайства або зловживання службовим становищем",0
2023,313,"Стаття 313. Викрадення, привласнення, вимагання обладнання, призначеного для виготовлення наркотичних засобів, психотропних речовин або їх аналогів, чи заволодіння ним шляхом шахрайства або зловживання службовим становищем та інші незаконні дії з таким обладнанням",107
2023,314,"Стаття 314. Незаконне введення в організм наркотичних засобів, психотропних речовин або їх аналогів",6
2023,315,"Стаття 315. Схиляння до вживання наркотичних засобів, психотропних речовин або їх аналогів",15
2023,316,Стаття 316. Незаконне публічне вживання наркотичних засобів,3
2023,317,"Стаття 317. Організація або утримання місць для незаконного вживання, виробництва чи виготовлення наркотичних засобів, психотропних речовин або їх аналогів",461
2023,318,"Стаття 318. Незаконне виготовлення, підроблення, використання чи збут підроблених документів на отримання наркотичних засобів, психотропних речовин або прекурсорів",255
2023,319,Стаття 319. Незаконна видача рецепта на право придбання наркотичних засобів або психотропних речовин,398
2023,320,"Стаття 320. Порушення встановлених правил обігу наркотичних засобів, психотропних речовин, їх аналогів або прекурсорів",67
2023,321,"Стаття 321. Незаконне виробництво, виготовлення, придбання, перевезення, пересилання, зберігання з метою збуту або збут отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів",399
2023,321-1,Стаття 321-1. Фальсифікація лікарських засобів або обіг фальсифікованих лікарських засобів,26
2023,321-2,"Стаття 321-2. Порушення встановленого порядку доклінічного вивчення, клінічних випробувань і державної реєстрації лікарських засобів",5
2023,322,Стаття 322. Незаконна організація або утримання місць для вживання одурманюючих засобів,0
2023,323,Стаття 323. Спонукання неповнолітніх до застосування допінгу,0
2023,324,Стаття 324. Схиляння неповнолітніх до вживання одурманюючих засобів,0
2023,325,Стаття 325. Порушення санітарних правил і норм щодо запобігання інфекційним хворобам та масовим отруєнням,24
2023,326,Стаття 326. Порушення правил поводження з мікробіологічними або іншими біологічними агентами чи токсинами,0
2023,327,"Стаття 327. Заготівля, перероблення або збут радіоактивно забруднених продуктів харчування чи іншої продукції",0
2023,Others XIII,У звіті ОГП статтю віднесено до категорії 'Інші'. Розділ XIII,0
2024,305,"Стаття 305. Контрабанда наркотичних засобів, психотропних речовин, їх аналогів чи прекурсорів або фальсифікованих лікарських засобів",201
2024,306,"Стаття 306. Використання коштів, здобутих від незаконного обігу наркотичних засобів, психотропних речовин, їх аналогів, прекурсорів, отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів",63
2024,307,"Стаття 307. Незаконне виробництво, виготовлення, придбання, зберігання, перевезення, пересилання чи збут наркотичних засобів, психотропних речовин або їх аналогів",17601
2024,308,"Стаття 308. Викрадення, привласнення, вимагання наркотичних засобів, психотропних речовин або їх аналогів чи заволодіння ними шляхом шахрайства або зловживання службовим становищем",5301
2024,309,"Стаття 309. Незаконне виробництво, виготовлення, придбання, зберігання, перевезення чи пересилання наркотичних засобів, психотропних речовин або їх аналогів без мети збуту",20627
2024,310,Стаття 310. Посів або вирощування снотворного маку чи конопель,872
2024,311,"Стаття 311. Незаконне виробництво, виготовлення, придбання, зберігання, перевезення чи пересилання прекурсорів",288
2024,312,"Стаття 312. Викрадення, привласнення, вимагання прекурсорів або заволодіння ними шляхом шахрайства або зловживання службовим становищем",0
2024,313,"Стаття 313. Викрадення, привласнення, вимагання обладнання, призначеного для виготовлення наркотичних засобів, психотропних речовин або їх аналогів, чи заволодіння ним шляхом шахрайства або зловживання службовим становищем та інші незаконні дії з таким обладнанням",74
2024,314,"Стаття 314. Незаконне введення в організм наркотичних засобів, психотропних речовин або їх аналогів",1
2024,315,"Стаття 315. Схиляння до вживання наркотичних засобів, психотропних речовин або їх аналогів",12
2024,316,Стаття 316. Незаконне публічне вживання наркотичних засобів,2
2024,317,"Стаття 317. Організація або утримання місць для незаконного вживання, виробництва чи виготовлення наркотичних засобів, психотропних речовин або їх аналогів",978
2024,318,"Стаття 318. Незаконне виготовлення, підроблення, використання чи збут підроблених документів на отримання наркотичних засобів, психотропних речовин або прекурсорів",1157
2024,319,Стаття 319. Незаконна видача рецепта на право придбання наркотичних засобів або психотропних речовин,15
2024,320,"Стаття 320. Порушення встановлених правил обігу наркотичних засобів, психотропних речовин, їх аналогів або прекурсорів",425
2024,321,"Стаття 321. Незаконне виробництво, виготовлення, придбання, перевезення, пересилання, зберігання з метою збуту або збут отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів",586
2024,321-1,Стаття 321-1. Фальсифікація лікарських засобів або обіг фальсифікованих лікарських засобів,14
2024,321-2,"Стаття 321-2. Порушення встановленого порядку доклінічного вивчення, клінічних випробувань і державної реєстрації лікарських засобів",2
2024,322,Стаття 322. Незаконна організація або утримання місць для вживання одурманюючих засобів,0
2024,323,Стаття 323. Спонукання неповнолітніх до застосування допінгу,0
2024,324,Стаття 324. Схиляння неповнолітніх до вживання одурманюючих засобів,0
2024,325,Стаття 325. Порушення санітарних правил і норм щодо запобігання інфекційним хворобам та масовим отруєнням,12
2024,326,Стаття 326. Порушення правил поводження з мікробіологічними або іншими біологічними агентами чи токсинами,2
2024,327,"Стаття 327. Заготівля, перероблення або збут радіоактивно забруднених продуктів харчування чи іншої продукції",0
2024,Others XIII,У звіті ОГП статтю віднесено до категорії 'Інші'. Розділ XIII,0
